Product Code,Product Description,Product Category Code,Tharisa PLC (1),Main Catagory (2),Sub Area (3),Product Category Description,Plant Area (4),STAT GROUP (5),STAT GROUP (6),STAT GROUP (7),STAT GROUP (8),Item Status,Statistical Group Code, Statistical Group Code Description , Bin Location , Bin Location Type , Quantity On Order , Stock On Hand , Max Stock QTY , Reorder QTY , Safety Stock QTY ,Moving Average Price, Total Value of Item 
391400008,RECONNED - SUBMERSIBLE PUMP -FLYGT 54KW,3914,Plant WH1,Processing,Pumps,Pumps - Gorman Rupp,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,2, -   , -   , R -   ,"$78,160.64 ","156,321.27"
391400009,SUBMERSIBLE PUMP - FLYGHT 90KW - 400V MT BS2400 - 4020465 2 POLE - SPECIFICALLY FOR TAILINGS DAM,3914,Plant WH1,Processing,Pumps,Pumps - Gorman Rupp,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , CABLE01 , CABLE , -   ,3,3, -   , R 2.00 ,"$351,530.25 ","1,054,590.75"
391400010,BOREHOLE - 37 KW 380V - 400V - SUBMERSIBLE MOTOR,3914,Plant WH1,Processing,Pumps,Pumps - Gorman Rupp,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , BEA101 , BEA , -   ,2,1, -   , R 1.00 ,"$19,831.26 ","39,662.52"
391400011,BOREHOLE - 60/17 SUBMERSIBLE WET END,3914,Plant WH1,Processing,Pumps,Pumps - Gorman Rupp,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , BEA101 , BEA , -   ,2,1, -   , R 1.00 ,"$23,582.40 ","47,164.80"
391400012,RECONNED -SUBMERSIBLE PUMP - FLYGHT 90KW - 400V MT BS2400 - 4020465 2 POLE - SPECIFICALLY FOR TAILINGS DAM,3914,Plant WH1,Processing,Pumps,Pumps - Gorman Rupp,N/A 4,N/A 3,N/A 2,N/A 1,,Active,REC, Reconned stock ,  ,  , -   , -   , -   , -   , R -   ,"$46,301.20 ", -   
400100001,"RADIO PORTABLE - MOTOROLA DP1400 ANALOGUE UHF  C/W ANTENNA, BATTERY, BELT CLIP, CHARGER AND PROGRAMMING",4001,Plant WH1,Communication,Radio's WH1,Radio's,Plant area,N/A 3,N/A 2,N/A 1,"RADIO PORTABLE - MOTOROLA DP1400 ANALOGUE UHF  C/W ANTENNA, BATTERY, BELT CLIP, CHARGER AND PROGRAMMING",Active,ZER, Zero Holding Stock ,  ,  ,3, -   , -   , -   , R -   ,"$2,295.00 ", -   
400100002,HEAVY DUTY LEATHER CARRY CASE & SHOULDER STREAP - DP RANGE - MOTOROLA RADIO,4001,Plant WH1,Communication,Radio's WH1,Radio's,Plant area,N/A 3,N/A 2,N/A 1,HEAVY DUTY LEATHER CARRY CASE & SHOULDER STREAP - DP RANGE - MOTOROLA RADIO,Active,ZER, Zero Holding Stock , AL03107 , RACAR , -   ,1, -   , -   , R -   ,$210.00 ,210
400100003,SPARE BATTERY HIGH CAPACITY 2200mAH LI-ION BAT110P - FOR DP 1400 MOTOROLA RADIO,4001,Plant WH1,Communication,Radio's WH1,Radio's,Plant area,N/A 3,N/A 2,N/A 1,SPARE BATTERY HIGH CAPACITY 2200mAH LI-ION BAT110P - FOR DP 1400 MOTOROLA RADIO,Active,NOR, Normal Stock ,  ,  ,1, -   ,2, -   , R 2.00 ,$480.00 , -   
400100003,SPARE BATTERY HIGH CAPACITY 2200mAH LI-ION BAT110P - FOR DP 1400 MOTOROLA RADIO,4001,Plant WH1,Communication,Radio's WH1,Radio's,Plant area,N/A 3,N/A 2,N/A 1,SPARE BATTERY HIGH CAPACITY 2200mAH LI-ION BAT110P - FOR DP 1400 MOTOROLA RADIO,Active,NOR, Normal Stock ,  ,  ,3, -   ,2, -   , R 2.00 ,$480.00 , -   
410100004,SENFROTH 200 - BULK - 1F300300011 - PER KG,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT01 , REAG ,"40,000.00","7,780.00","30,000.00", -   ," R 20,000.00 ",$24.94 ,"194,004.83"
410100004,SENFROTH 200 - BULK - 1F300300011 - PER KG,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT01 , REAG ,"40,000.00","7,780.00","30,000.00", -   ," R 20,000.00 ",$24.94 ,"194,004.83"
410100008,SNPX - LIQUID BULK PER KG - GENESIS / VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT02 , REAG ,"500,000.00","96,763.48","50,000.00", -   ," R 20,000.00 ",$13.08 ,"1,265,863.36"
410100008,SNPX - LIQUID BULK PER KG - GENESIS / VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT02 , REAG ,"500,000.00","96,763.48","50,000.00", -   ," R 20,000.00 ",$13.08 ,"1,265,863.36"
410100008,SNPX - LIQUID BULK PER KG - GENESIS / VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT02 , REAG ,"60,000.00","96,763.48","50,000.00", -   ," R 20,000.00 ",$13.08 ,"1,265,863.36"
410100010,SENFROTH 200 MINIBULK 1000KG FLOWBIN - PER KG,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT03 , REAG ,"15,000.00","2,000.00","5,000.00", -   ," R 3,000.00 ",$33.85 ,"67,700.00"
410100013,SENFLOC 2660 - BULK - PER KG,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT04 , REAG ,"60,000.00","15,010.00","60,000.00", -   ," R 30,000.00 ",$47.84 ,"718,026.32"
410100013,SENFLOC 2660 - BULK - PER KG,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT04 , REAG ,"50,000.00","15,010.00","60,000.00", -   ," R 30,000.00 ",$47.84 ,"718,026.32"
410100015,SENFLOCK XD 100 MINIBULK 1000KG FLOWBIN - PER KG - VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT06 , REAG ,"7,000.00","3,150.00",3, -   , R 2.00 ,$27.64 ,"87,065.12"
410100015,SENFLOCK XD 100 MINIBULK 1000KG FLOWBIN - PER KG - VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT06 , REAG ,"7,000.00","3,150.00",3, -   , R 2.00 ,$27.64 ,"87,065.12"
410100015,SENFLOCK XD 100 MINIBULK 1000KG FLOWBIN - PER KG - VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT06 , REAG ,"14,000.00","3,150.00",3, -   , R 2.00 ,$27.64 ,"87,065.12"
410100015,SENFLOCK XD 100 MINIBULK 1000KG FLOWBIN - PER KG - VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT06 , REAG ,"14,000.00","3,150.00",3, -   , R 2.00 ,$27.64 ,"87,065.12"
410100017,AqCua CUPHLEX SA - BULK PER M TON,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT07 , REAG ,30,24.38,30, -   , R 30.00 ,"$9,363.59 ","228,265.63"
410100017,AqCua CUPHLEX SA - BULK PER M TON,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT07 , REAG ,30,24.38,30, -   , R 30.00 ,"$9,363.59 ","228,265.63"
410100017,AqCua CUPHLEX SA - BULK PER M TON,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT07 , REAG ,30,24.38,30, -   , R 30.00 ,"$9,363.59 ","228,265.63"
410100018,SENDEP 30E - BULK - PER KG - GENESIS / VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT08 , REAG ,"210,000.00","51,430.00", -   , -   , R -   ,$30.99 ,"1,593,624.23"
410100018,SENDEP 30E - BULK - PER KG - GENESIS / VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT08 , REAG ,"210,000.00","51,430.00", -   , -   , R -   ,$30.99 ,"1,593,624.23"
410100019,SENDEP 30F - BULK - PER KG - GENESIS / VOYAGER,4101,Plant WH1,Processing,Reagents,Reagents - Production,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , REAGENT09 , REAG , -   ,"15,400.00", -   , -   , R -   ,$27.54 ,"424,116.00"
410200013,REAGENTS - LAB FLUX RO712 - 25kg bag - PURECHEM,4102,Plant WH1,Processing,Reagents,Reagents - Lab,N/A 4,N/A 3,N/A 2,N/A 1,,Active,ZZC, Z-Compulsory , AAA , DEF , -   ,68,60, -   , R 40.00 ,$894.99 ,"60,859.44"
420100001,SUGAR 2.5KG - EACH,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK05401 , RACAR , -   ,82,100, -   , R 50.00 ,$42.30 ,"3,468.60"
420100002,CANS - SOFTDRINK 340ML - PER 6 PACK,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK04301 , RACAR , -   ,179,240, -   , R 120.00 ,$47.65 ,"8,529.35"
420100003,BOTTLE - STILL WATER 500ML - PER 6 PACK,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AL01301 , RACAR , -   ,506,500, -   , R 400.00 ,$30.00 ,"15,180.00"
420100004,FRUIT JUICE 200ML MIXED - PER 6 PACK,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK02207 , RACAR ,40,29,60, -   , R 30.00 ,$40.30 ,"1,168.60"
420100005,TIN - RICOFFY 750G,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK02201 , RACAR , -   ,59,100, -   , R 50.00 ,$84.50 ,"4,985.50"
420100006,NESCAFE CLASSIC 200G,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK01204 , RACAR , -   ,14,20, -   , R 12.00 ,$85.50 ,"1,197.00"
420100007,FULL CREAM LONG LIFE MILK 1 LT - PER 6 PACK,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK01301 , RACAR , -   ,61,120, -   , R 60.00 ,$93.50 ,"5,703.50"
420100008,BOX - ROOIBOS TEA 80 BAGS,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK01201 , RACAR , -   ,51,50, -   , R 20.00 ,$41.50 ,"2,116.50"
420100009,BOX - JOKO TEA 100 BAGS,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK01202 , RACAR , -   ,53,50, -   , R 20.00 ,$37.50 ,"1,987.50"
420100013,BOX - CREMORA 1KG,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK01203 , RACAR , -   ,78,100, -   , R 50.00 ,$44.50 ,"3,471.00"
420100014,BOTTLE - SUNLIGHT LIQUID 750ML,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK01205 , RACAR , -   ,54,50, -   , R 25.00 ,$28.50 ,"1,539.00"
420100015,PACK - CANDEREL 100 TABLETS - PER PACK,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK02204 , RACAR , -   ,27,20, -   , R 10.00 ,$51.38 ,"1,387.32"
420100017,AIR FRESHNER AEROSAL CLEAN LINEN,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK02202 , RACAR , -   ,12,12, -   , R 6.00 ,$28.50 ,342
420100020,FILTER COFFEE - LATIN BLEND - 100 PACK PER BOX OF 8KG,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK02205 , RACAR , -   ,6,6, -   , R 4.00 ,"$1,976.00 ","11,856.00"
420100021,FILTER PAPER - FOR FILTER COFFEE - 1'000 PER BOX,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK02206 , RACAR , -   ,2,2, -   , R 1.00 ,$320.00 ,640
420100023,DOOM SPRAY - ODOURLESS INSECTICIDE,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AK02203 , RACAR , -   ,48,48, -   , R 24.00 ,$28.49 ,"1,367.44"
420100024,MEDTEQ - HYDRATION PACK - EACH - (2X 23g SACHETS PER PACK),4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , BEA101 , BEA , -   ,"13,611.00","2,000.00", -   ," R 1,000.00 ",$9.85 ,"134,068.35"
420100024,MEDTEQ - HYDRATION PACK - EACH - (2X 23g SACHETS PER PACK),4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AL04101 , RACAR , -   ,"13,611.00","2,000.00", -   ," R 1,000.00 ",$9.85 ,"134,068.35"
420100025,MEDTEQ - HYDRATION SHAKER 750ml - EACH,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , BEA101 , BEA , -   ,683,500, -   , R 200.00 ,$49.99 ,"34,143.17"
420100026,4kg BRIQUETTES - BRAAI,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , CABLE01 , CABLE , -   ,46,50, -   , R 25.00 ,$32.50 ,"1,495.00"
420100026,4kg BRIQUETTES - BRAAI,4201,Plant WH1,General,Refreshments WH1,Refreshments,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , BEA101 , BEA , -   ,46,50, -   , R 25.00 ,$32.50 ,"1,495.00"
430100001,KWATANI - CARDAN SHAFT (DRIVE SHAFT) JEG33 600mm W/L - DPSE-CSHJR6 - TERTIARY SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,2,2, -   , R 1.00 ,"$11,023.00 ","22,046.00"
430100002,KWATANI - CARDAN SHAFT (INTERMEDIATE SHAFT) JEG33 - 1130MM W/L - DPSE-CSHJR6 - TERTIARY SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,2,2, -   , R 1.00 ,"$11,017.00 ","22,034.00"
430100003,"EXCITER BOX  - JEG33/JR6  COMPLETE WITH WEIGHTS, FLANGES & COVERS - SCREENS",4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 1.00 ,"$166,766.25 ","333,532.50"
430100004,240 X 60 X 250 800N/mm SUB-FRAME RUBBER BUFFERS - SCREENS VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,8,8, -   , R 8.00 ,"$5,596.25 ","44,770.00"
430100005,WHEEL ASSEMBLY COMPLETE - PLATE FEEDER VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$44,780.00 ","44,780.00"
430100007,HYDRAULIC CYLINDER - PRM CRUSHER PLATE FEEDER - VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,4,1, -   , R 1.00 ,"$45,780.00 ","183,120.00"
430100008,PIN CAP SET COMPLETE FOR HYDRAULIC CYLINDER - PRM CRUSHER PLATE FEEDER - VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,4,2, -   , R 1.00 ,"$3,438.00 ","13,752.00"
430100009,RUBBER BUFFER 240 X 60 X 250 - 1020 N/mm - TERS SCREEN PAN FEEDER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF ,6,3,6, -   , R 6.00 ,"$6,472.83 ","19,418.50"
430100011,JR606 GEARED EXCITER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$221,795.00 ","221,795.00"
430100012,"CAPITAL - EXCITER BOX  - JEG33/JR6  COMPLETE WITH WEIGHTS, FLANGES & COVERS - SCREENS",4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CAP, Capital Spares , AAA , DEF , -   ,3,1, -   , R 1.00 ,$0.01 ,0.03
430100013,KWATANI - CARDAN SHAFT (DRIVE SHAFT) JEG33 825mm W/L - SEC SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,3,2, -   , R 1.00 ,"$13,352.00 ","40,056.00"
430100014,COIL SPRING 26 X 128 X 320 PN: 77651 - SECONDARY SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,18,18, -   , R 18.00 ,"$2,360.00 ","42,480.00"
430100015,LINER SET - SRG1800-4650 VRN 400 - A/P SAS 7102-81 - 4650 GRIZZLY,4301,Plant WH1,Processing,ROM,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$75,055.00 ","75,055.00"
430100019,COIL SPRING 24 X 128 X 320 (230.5N/mm) 56355SA - PRM GRIZZLEY VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,14, -   , -   , R -   ,"$2,060.00 ","28,840.00"
430100020,STANDARD SPRING PAD 102 CUP - PRM GRIZZLEY VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,8, -   , -   , R -   ,$750.00 ,"6,000.00"
430100022,COIL SPRING 23 X 127 X 250 PN: 70647 - TERTIARY SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,16,16, -   , R 16.00 ,"$1,500.00 ","24,000.00"
430100023,DECK BEAMS- SUE3050X6400-6910 - SAS719-81 R1 - EACH -  WET SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,7,7, -   , R 7.00 ,"$42,496.00 ","297,472.00"
430100024,RUNNER SET - SUE 3050-6910 - A/P SAS 7132-81- WET SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$44,646.00 ","44,646.00"
430100025,RUNNER SET - SRE3050-7930 - A/P SAJ 0304-81- WET SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$55,367.00 ","55,367.00"
430100026,RUNNER SET TOP- SRZ 2440-5800 - A/P SAS 7703-81- WET SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$104,066.00 ","104,066.00"
430100027,RUNNER SET BOTTOM (7 per set) - SRZ 2440-5800 - A/P SAS 7708-82- WET SCREEN VOYAGER - MULTIPLE ITEMS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$32,207.00 ","32,207.00"
430100030,COMPLETE SET OF ESCOGEAR CUPLINKS FOR MVSI 10/13000 VIBRATOR MOTOR,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,3,4, -   , R 3.00 ,"$52,725.00 ","158,175.00"
430100031,"JOEST - JR 608 EXCITER GEARBOX c/w weights, flanges & covers - screens",4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,1, -   , R 1.00 ,"$218,924.00 ","437,848.00"
430100032,IMPACT DECK 120MM RUBBER PANELS - SET OF 9 PANNELS C/W RUBBER GROMMETS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$73,185.00 ","73,185.00"
430100033,1400 CAST GRIZZLY BARS 1400 X 100 X 170 - 31702SA - PER SET OF 16,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,RED, Redundant Stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$256,640.00 ","256,640.00"
430100034,MVE 1300/1 UNBALANCE VIBRATOR MOTOR 10KW - 525 V - GENESIS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,3,1, -   , R 1.00 ,"$59,435.70 ","178,307.11"
430100035,RECONED - EXCITER BOX - JR608,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,REC, Reconned stock , AAA , DEF , -   ,2, -   , -   , R -   ,"$118,540.00 ","237,080.00"
430100036,"RECONNED - J6096F - 5,5' COUNTERSHAFT BOX ASS COMPLETE",4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,REC, Reconned stock ,  ,  , -   , -   , -   , -   , R -   , $-   , -   
430100037,RUBBER MOUNTING - BUFFER - PRIMARY & SEC CRUSHER SCREEN PART NR TM2210 - GENESIS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,8,8, -   , R 8.00 ,"$3,465.00 ","27,720.00"
430100038,RECONNED - TRAVERSE - SCREEN MOTOR SUPPORT BEAM,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Obsolete,REC, Reconned stock , AAA , DEF , -   ,1, -   , -   , R -   ,$0.01 ,0.01
430100039,LS VIBRATING FEEDER C/W MOTORS-  650 X 2000 SZEMECH - TUNNEL GENESIS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$153,450.00 ","153,450.00"
430100040,RECONNED - MVE 1300/1 UNBALANCE VIBRATOR MOTOR 10KW - 525 V - GENESIS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,REC, Reconned stock , AAA , DEF , -   ,1, -   , -   , R -   ,"$45,401.84 ","45,401.84"
430100041,RECONNED - WET SCREEN COMPLETE - VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,REC, Reconned stock ,  ,  , -   , -   , -   , -   , R -   ,"$990,000.00 ", -   
430100042,SCREEN COMPLETE - NEW - 1830 X 6100 SDC/W VIB MOTORS - SIZEMECH - SEC SCREEN CRUSHERS GENESIS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,3,2, -   , R 1.00 ,"$854,183.33 ","2,562,550.00"
430100043,VIBRATOR MOTOR FASTENING BOLT SET - VOYAGER PRIMARY VGF - PER SET,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$7,527.00 ","15,054.00"
430100044,JR6 CARDAN SHAFT 825 W/L DPSE-CSHJR6- SRZ2440x4880- 5800 - SEC SCREEN GENESIS,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock ,  ,  ,1, -   ,1, -   , R 1.00 ,"$13,352.00 ", -   
430100045,KWATANI - CARDAN SHAFT (INTERMEDIATE SHAFT) JEG33 - 520mm W/L - DPSE-CSHJR6 - SEC SCREEN VOYAGER,4301,Plant WH1,Processing,Screens,Screens - Spares,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,2, -   , R 1.00 ,"$12,878.00 ","12,878.00"
